"CRN","Subject","Course","Section","Title","Credits","MeetingType","Time","Days","Location","DateRange","ScheduleType","Instructors"
"10795","MATH","101R","B3","Calculus I - Recitation","0.000","Class","10:40 am - 12:30 pm","F","Fac. of Engin. and Nat. Sci. G032","Sep 28, 2026 - Dec 31, 2026","1st del","Matteo Paganin (P), Şirin Kaya"
"10796","MATH","101R","B4","Calculus I - Recitation","0.000","Class","10:40 am - 12:30 pm","F","Fac.of Arts and Social Sci. 1099","Sep 28, 2026 - Dec 31, 2026","1st del","Matteo Paganin (P), Şirin Kaya"
"10797","MATH","101R","B5","Calculus I - Recitation","0.000","Class","10:40 am - 12:30 pm","F","Fac. of Engin. and Nat. Sci. L056","Sep 28, 2026 - Dec 31, 2026","1st del","Matteo Paganin (P), Şirin Kaya"
"10798","MATH","101R","B6","Calculus I - Recitation","0.000","Class","10:40 am - 12:30 pm","F","Fac. of Engin. and Nat. Sci. L063","Sep 28, 2026 - Dec 31, 2026","1st del","Matteo Paganin (P), Şirin Kaya"
"10800","MATH","101R","B7","Calculus I - Recitation","0.000","Class","10:40 am - 12:30 pm","F","Fac. of Engin. and Nat. Sci. G029","Sep 28, 2026 - Dec 31, 2026","1st del","Matteo Paganin (P), Şirin Kaya"
"13457","MATH","101R","B8","Calculus I - Recitation","0.000","Class","10:40 am - 12:30 pm","F","Fac.of Arts and Social Sci. 1010","Sep 28, 2026 - Dec 31, 2026","1st del","Matteo Paganin (P), Şirin Kaya"
"13458","MATH","101R","B9","Calculus I - Recitation","0.000","Class","10:40 am - 12:30 pm","F","Fac.of Arts and Social Sci. G018","Sep 28, 2026 - Dec 31, 2026","1st del","Matteo Paganin (P), Şirin Kaya"
"10790","MATH","101R","C1","Calculus I - Recitation","0.000","Class","2:40 pm - 4:30 pm","F","Fac.of Arts and Social Sci. 1102","Sep 28, 2026 - Dec 31, 2026","1st del","Matteo Paganin (P), Şirin Kaya"
"12567","MATH","101R","C2","Calculus I - Recitation","0.000","Class","2:40 pm - 4:30 pm","F","Fac.of Arts and Social Sci. G022","Sep 28, 2026 - Dec 31, 2026","1st del","Matteo Paganin (P), Şirin Kaya"
"12062","MATH","101R","C3","Calculus I - Recitation","0.000","Class","2:40 pm - 4:30 pm","F","Fac.of Arts and Social Sci. 1079","Sep 28, 2026 - Dec 31, 2026","1st del","Matteo Paganin (P), Şirin Kaya"
"13460","MATH","101R","C4","Calculus I - Recitation","0.000","Class","2:40 pm - 4:30 pm","F","Fac. of Engin. and Nat. Sci. L061","Sep 28, 2026 - Dec 31, 2026","1st del","Matteo Paganin (P), Şirin Kaya"
"13461","MATH","101R","C5","Calculus I - Recitation","0.000","Class","2:40 pm - 4:30 pm","F","Fac.of Arts and Social Sci. 1075","Sep 28, 2026 - Dec 31, 2026","1st del","Matteo Paganin (P), Şirin Kaya"
"13462","MATH","101R","C6","Calculus I - Recitation","0.000","Class","2:40 pm - 4:30 pm","F","Fac. of Engin. and Nat. Sci. L047","Sep 28, 2026 - Dec 31, 2026","1st del","Matteo Paganin (P), Şirin Kaya"
"13463","MATH","101R","C7","Calculus I - Recitation","0.000","Class","2:40 pm - 4:30 pm","F","Fac. of Engin. and Nat. Sci. L030","Sep 28, 2026 - Dec 31, 2026","1st del","Matteo Paganin (P), Şirin Kaya"
"10819","MATH","102","A","Calculus II","3.000","Class","11:40 am - 12:30 pm","M","Sabancı Business School G071","Sep 28, 2026 - Dec 31, 2026","1st del","Gamze Kuruk (P), Matteo Paganin"
"10819","MATH","102","A","Calculus II","3.000","Class","9:40 am - 11:30 am","T","Fac. of Engin. and Nat. Sci. G077","Sep 28, 2026 - Dec 31, 2026","2nd del","Gamze Kuruk (P), Matteo Paganin"
"10820","MATH","102","B","Calculus II","3.000","Class","4:40 pm - 5:30 pm","M","Sabancı Business School G071","Sep 28, 2026 - Dec 31, 2026","2nd del","Kağan Kurşungöz (P), Matteo Paganin"
"10820","MATH","102","B","Calculus II","3.000","Class","2:40 pm - 4:30 pm","T","Sabancı Business School G071","Sep 28, 2026 - Dec 31, 2026","1st del","Kağan Kurşungöz (P), Matteo Paganin"
"10821","MATH","102R","A1","Calculus II - Recitation","0.000","Class","8:40 am - 10:30 am","F","Fac.of Arts and Social Sci. 1102","Sep 28, 2026 - Dec 31, 2026","1st del","Gamze Kuruk (P), Matteo Paganin"
"10822","MATH","102R","A2","Calculus II - Recitation","0.000","Class","8:40 am - 10:30 am","F","Fac.of Arts and Social Sci. 1075","Sep 28, 2026 - Dec 31, 2026","1st del","Gamze Kuruk (P), Matteo Paganin"
"10824","MATH","102R","A3","Calculus II - Recitation","0.000","Class","8:40 am - 10:30 am","F","Fac.of Arts and Social Sci. 1011","Sep 28, 2026 - Dec 31, 2026","1st del","Gamze Kuruk (P), Matteo Paganin"
"13465","MATH","102R","A4","Calculus II - Recitation","0.000","Class","8:40 am - 10:30 am","F","Fac. of Engin. and Nat. Sci. L048","Sep 28, 2026 - Dec 31, 2026","1st del","Gamze Kuruk (P), Matteo Paganin"
"13466","MATH","102R","A5","Calculus II - Recitation","0.000","Class","8:40 am - 10:30 am","F","Fac. of Engin. and Nat. Sci. L065","Sep 28, 2026 - Dec 31, 2026","1st del","Gamze Kuruk (P), Matteo Paganin"
"10828","MATH","102R","B1","Calculus II - Recitation","0.000","Class","10:40 am - 12:30 pm","F","Fac.of Arts and Social Sci. 1101","Sep 28, 2026 - Dec 31, 2026","1st del","Gamze Kuruk (P), Matteo Paganin"
"10829","MATH","102R","B2","Calculus II - Recitation","0.000","Class","10:40 am - 12:30 pm","F","Fac.of Arts and Social Sci. 1075","Sep 28, 2026 - Dec 31, 2026","1st del","Gamze Kuruk (P), Matteo Paganin"
"10830","MATH","102R","B3","Calculus II - Recitation","0.000","Class","10:40 am - 12:30 pm","F","Fac.of Arts and Social Sci. 1098","Sep 28, 2026 - Dec 31, 2026","1st del","Gamze Kuruk (P), Matteo Paganin"
"10832","MATH","102R","B4","Calculus II - Recitation","0.000","Class","10:40 am - 12:30 pm","F","Fac.of Arts and Social Sci. 1011","Sep 28, 2026 - Dec 31, 2026","1st del","Gamze Kuruk (P), Matteo Paganin"
"13467","MATH","102R","B5","Calculus II - Recitation","0.000","Class","10:40 am - 12:30 pm","F","Fac. of Engin. and Nat. Sci. L048","Sep 28, 2026 - Dec 31, 2026","1st del","Gamze Kuruk (P), Matteo Paganin"
"13468","MATH","102R","B6","Calculus II - Recitation","0.000","Class","10:40 am - 12:30 pm","F","Fac. of Engin. and Nat. Sci. 2019","Sep 28, 2026 - Dec 31, 2026","1st del","Gamze Kuruk (P), Matteo Paganin"
"10839","MATH","102R","C1","Calculus II - Recitation","0.000","Class","2:40 pm - 4:30 pm","F","Fac.of Arts and Social Sci. 1096","Sep 28, 2026 - Dec 31, 2026","1st del","Gamze Kuruk (P), Matteo Paganin"
"13469","MATH","102R","C2","Calculus II - Recitation","0.000","Class","2:40 pm - 4:30 pm","F","Fac.of Arts and Social Sci. 1010","Sep 28, 2026 - Dec 31, 2026","1st del","Gamze Kuruk (P), Matteo Paganin"
"13470","MATH","102R","C3","Calculus II - Recitation","0.000","Class","2:40 pm - 4:30 pm","F","Sabancı Business School G098","Sep 28, 2026 - Dec 31, 2026","1st del","Gamze Kuruk (P), Matteo Paganin"
"13471","MATH","102R","C4","Calculus II - Recitation","0.000","Class","2:40 pm - 4:30 pm","F","Fac. of Engin. and Nat. Sci. 2019","Sep 28, 2026 - Dec 31, 2026","1st del","Gamze Kuruk (P), Matteo Paganin"
"13472","MATH","102R","C5","Calculus II - Recitation","0.000","Class","2:40 pm - 4:30 pm","F","Fac.of Arts and Social Sci. G062","Sep 28, 2026 - Dec 31, 2026","1st del","Gamze Kuruk (P), Matteo Paganin"
"10842","MATH","201","0","Linear Algebra","3.000","Class","12:40 pm - 2:30 pm","M","Sabancı Business School G071","Sep 28, 2026 - Dec 31, 2026","2nd del","Nurdagül Anbar Meidl (P)"
"10842","MATH","201","0","Linear Algebra","3.000","Class","4:40 pm - 5:30 pm","T","Sabancı Business School G071","Sep 28, 2026 - Dec 31, 2026","1st del","Nurdagül Anbar Meidl (P)"
"10844","MATH","201R","A1","Linear Algebra - Recitation","0.000","Class","10:40 am - 11:30 am","F","Fac.of Arts and Social Sci. G022","Sep 28, 2026 - Dec 31, 2026","1st del","Nurdagül Anbar Meidl (P)"
"10845","MATH","201R","A2","Linear Algebra - Recitation","0.000","Class","10:40 am - 11:30 am","F","Fac.of Arts and Social Sci. G025","Sep 28, 2026 - Dec 31, 2026","1st del","Nurdagül Anbar Meidl (P)"
"10847","MATH","201R","A3","Linear Algebra - Recitation","0.000","Class","10:40 am - 11:30 am","F","Fac.of Arts and Social Sci. G048","Sep 28, 2026 - Dec 31, 2026","1st del","Nurdagül Anbar Meidl (P)"
"10849","MATH","201R","B1","Linear Algebra - Recitation","0.000","Class","11:40 am - 12:30 pm","F","Fac.of Arts and Social Sci. 1102","Sep 28, 2026 - Dec 31, 2026","1st del","Nurdagül Anbar Meidl (P)"
"10850","MATH","201R","B2","Linear Algebra - Recitation","0.000","Class","11:40 am - 12:30 pm","F","Fac.of Arts and Social Sci. 1079","Sep 28, 2026 - Dec 31, 2026","1st del","Nurdagül Anbar Meidl (P)"
"11161","MATH","201R","B3","Linear Algebra - Recitation","0.000","Class","11:40 am - 12:30 pm","F","Fac.of Arts and Social Sci. G025","Sep 28, 2026 - Dec 31, 2026","1st del","Nurdagül Anbar Meidl (P)"
"10855","MATH","201R","C1","Linear Algebra - Recitation","0.000","Class","2:40 pm - 3:30 pm","F","Fac. of Engin. and Nat. Sci. L063","Sep 28, 2026 - Dec 31, 2026","1st del","Nurdagül Anbar Meidl (P)"
"10856","MATH","201R","C2","Linear Algebra - Recitation","0.000","Class","2:40 pm - 3:30 pm","F","Fac. of Engin. and Nat. Sci. G035","Sep 28, 2026 - Dec 31, 2026","1st del","Nurdagül Anbar Meidl (P)"
"10857","MATH","201R","C3","Linear Algebra - Recitation","0.000","Class","2:40 pm - 3:30 pm","F","Fac. of Engin. and Nat. Sci. L062","Sep 28, 2026 - Dec 31, 2026","1st del","Nurdagül Anbar Meidl (P)"
"10862","MATH","201R","D1","Linear Algebra - Recitation","0.000","Class","3:40 pm - 4:30 pm","F","Fac. of Engin. and Nat. Sci. L055","Sep 28, 2026 - Dec 31, 2026","1st del","Nurdagül Anbar Meidl (P)"
"10863","MATH","201R","D2","Linear Algebra - Recitation","0.000","Class","3:40 pm - 4:30 pm","F","Fac. of Engin. and Nat. Sci. G035","Sep 28, 2026 - Dec 31, 2026","1st del","Nurdagül Anbar Meidl (P)"
"11160","MATH","201R","D3","Linear Algebra - Recitation","0.000","Class","3:40 pm - 4:30 pm","F","Fac. of Engin. and Nat. Sci. L062","Sep 28, 2026 - Dec 31, 2026","1st del","Nurdagül Anbar Meidl (P)"
"10874","MATH","203","A","Introduction to Probability","3.000","Class","8:40 am - 9:30 am","W","Sabancı Business School G071","Sep 28, 2026 - Dec 31, 2026","2nd del","Dimitrios Papathanasıou (P)"
"10874","MATH","203","A","Introduction to Probability","3.000","Class","8:40 am - 10:30 am","F","Sabancı Business School G071","Sep 28, 2026 - Dec 31, 2026","1st del","Dimitrios Papathanasıou (P)"
"10875","MATH","203","B","Introduction to Probability","3.000","Class","9:40 am - 10:30 am","W","Sabancı Business School G071","Sep 28, 2026 - Dec 31, 2026","2nd del","Gökalp Alpan (P)"
"10875","MATH","203","B","Introduction to Probability","3.000","Class","8:40 am - 10:30 am","R","Fac. of Engin. and Nat. Sci. G077","Sep 28, 2026 - Dec 31, 2026","1st del","Gökalp Alpan (P)"
"10877","MATH","203R","A1","Introduction to Probability - Recitation","0.000","Class","12:40 pm - 1:30 pm","T","Fac.of Arts and Social Sci. 1079","Sep 28, 2026 - Dec 31, 2026","1st del","Dimitrios Papathanasıou (P)"
"10878","MATH","203R","A2","Introduction to Probability - Recitation","0.000","Class","12:40 pm - 1:30 pm","T","Fac. of Engin. and Nat. Sci. L061","Sep 28, 2026 - Dec 31, 2026","1st del","Dimitrios Papathanasıou (P)"
"13043","MATH","203R","A3","Introduction to Probability - Recitation","0.000","Class","12:40 pm - 1:30 pm","T","Fac. of Engin. and Nat. Sci. L047","Sep 28, 2026 - Dec 31, 2026","1st del","Dimitrios Papathanasıou (P)"
"13045","MATH","203R","A4","Introduction to Probability - Recitation","0.000","Class","12:40 pm - 1:30 pm","T","Fac. of Engin. and Nat. Sci. G015","Sep 28, 2026 - Dec 31, 2026","1st del","Dimitrios Papathanasıou (P)"
"13614","MATH","203R","A5","Introduction to Probability - Recitation","0.000","Class","12:40 pm - 1:30 pm","T","Sabancı Business School G041","Sep 28, 2026 - Dec 31, 2026","1st del","Dimitrios Papathanasıou (P)"
"10880","MATH","203R","B1","Introduction to Probability - Recitation","0.000","Class","9:40 am - 10:30 am","M","Fac. of Engin. and Nat. Sci. L061","Sep 28, 2026 - Dec 31, 2026","1st del","Dimitrios Papathanasıou (P)"
"10881","MATH","203R","B2","Introduction to Probability - Recitation","0.000","Class","9:40 am - 10:30 am","M","Fac. of Engin. and Nat. Sci. L030","Sep 28, 2026 - Dec 31, 2026","1st del","Dimitrios Papathanasıou (P)"
"13051","MATH","203R","B3","Introduction to Probability - Recitation","0.000","Class","9:40 am - 10:30 am","M","Fac. of Engin. and Nat. Sci. L047","Sep 28, 2026 - Dec 31, 2026","1st del","Dimitrios Papathanasıou (P)"
"13053","MATH","203R","B4","Introduction to Probability - Recitation","0.000","Class","9:40 am - 10:30 am","M","Fac. of Engin. and Nat. Sci. G015","Sep 28, 2026 - Dec 31, 2026","1st del","Dimitrios Papathanasıou (P)"
"13615","MATH","203R","B5","Introduction to Probability - Recitation","0.000","Class","9:40 am - 10:30 am","M","Sabancı Business School G041","Sep 28, 2026 - Dec 31, 2026","1st del","Dimitrios Papathanasıou (P)"
"10884","MATH","203R","C1","Introduction to Probability - Recitation","0.000","Class","1:40 pm - 2:30 pm","M","Fac. of Engin. and Nat. Sci. L027","Sep 28, 2026 - Dec 31, 2026","1st del","Gökalp Alpan (P)"
"12069","MATH","203R","C2","Introduction to Probability - Recitation","0.000","Class","1:40 pm - 2:30 pm","M","Fac.of Arts and Social Sci. 1099","Sep 28, 2026 - Dec 31, 2026","1st del","Gökalp Alpan (P)"
"12068","MATH","203R","C3","Introduction to Probability - Recitation","0.000","Class","1:40 pm - 2:30 pm","M","Fac. of Engin. and Nat. Sci. L047","Sep 28, 2026 - Dec 31, 2026","1st del","Gökalp Alpan (P)"
"13056","MATH","203R","C4","Introduction to Probability - Recitation","0.000","Class","1:40 pm - 2:30 pm","M","Fac. of Engin. and Nat. Sci. L035","Sep 28, 2026 - Dec 31, 2026","1st del","Gökalp Alpan (P)"
"13616","MATH","203R","C5","Introduction to Probability - Recitation","0.000","Class","1:40 pm - 2:30 pm","M","Sabancı Business School G041","Sep 28, 2026 - Dec 31, 2026","1st del","Gökalp Alpan (P)"
"10887","MATH","203R","D1","Introduction to Probability - Recitation","0.000","Class","4:40 pm - 5:30 pm","M","Fac. of Engin. and Nat. Sci. G015","Sep 28, 2026 - Dec 31, 2026","1st del","Gökalp Alpan (P)"
"13058","MATH","203R","D2","Introduction to Probability - Recitation","0.000","Class","4:40 pm - 5:30 pm","M","Fac. of Engin. and Nat. Sci. L047","Sep 28, 2026 - Dec 31, 2026","1st del","Gökalp Alpan (P)"
"13059","MATH","203R","D3","Introduction to Probability - Recitation","0.000","Class","4:40 pm - 5:30 pm","M","Fac. of Engin. and Nat. Sci. L027","Sep 28, 2026 - Dec 31, 2026","1st del","Gökalp Alpan (P)"
"13061","MATH","203R","D4","Introduction to Probability - Recitation","0.000","Class","4:40 pm - 5:30 pm","M","Fac. of Engin. and Nat. Sci. L035","Sep 28, 2026 - Dec 31, 2026","1st del","Gökalp Alpan (P)"
"13617","MATH","203R","D5","Introduction to Probability - Recitation","0.000","Class","4:40 pm - 5:30 pm","M","Sabancı Business School G041","Sep 28, 2026 - Dec 31, 2026","1st del","Gökalp Alpan (P)"
"10902","MATH","204","0","Discrete Mathematics","3.000","Class","2:40 pm - 3:30 pm","T","Fac. of Engin. and Nat. Sci. G077","Sep 28, 2026 - Dec 31, 2026","1st del","Canan Kaşıkcı (P)"
"10902","MATH","204","0","Discrete Mathematics","3.000","Class","10:40 am - 12:30 pm","R","Fac. of Engin. and Nat. Sci. G077","Sep 28, 2026 - Dec 31, 2026","2nd del","Canan Kaşıkcı (P)"
"10904","MATH","204R","A1","Discrete Mathematics - Recitation","0.000","Class","5:40 pm - 6:30 pm","R","Fac.of Arts and Social Sci. 1096","Sep 28, 2026 - Dec 31, 2026","1st del","Canan Kaşıkcı (P)"
"10905","MATH","204R","A2","Discrete Mathematics - Recitation","0.000","Class","5:40 pm - 6:30 pm","R","Fac.of Arts and Social Sci. 1097","Sep 28, 2026 - Dec 31, 2026","1st del","Canan Kaşıkcı (P)"
"10906","MATH","204R","A3","Discrete Mathematics - Recitation","0.000","Class","5:40 pm - 6:30 pm","R","Fac.of Arts and Social Sci. 1098","Sep 28, 2026 - Dec 31, 2026","1st del","Canan Kaşıkcı (P)"
"10907","MATH","204R","B1","Discrete Mathematics - Recitation","0.000","Class","3:40 pm - 4:30 pm","F","Fac.of Arts and Social Sci. 1103","Sep 28, 2026 - Dec 31, 2026","1st del","Canan Kaşıkcı (P)"
"10908","MATH","204R","B2","Discrete Mathematics - Recitation","0.000","Class","3:40 pm - 4:30 pm","F","Fac.of Arts and Social Sci. G025","Sep 28, 2026 - Dec 31, 2026","1st del","Canan Kaşıkcı (P)"
"10909","MATH","204R","B3","Discrete Mathematics - Recitation","0.000","Class","3:40 pm - 4:30 pm","F","Fac.of Arts and Social Sci. 1098","Sep 28, 2026 - Dec 31, 2026","1st del","Canan Kaşıkcı (P)"
"10911","MATH","204R","C1","Discrete Mathematics - Recitation","0.000","Class","4:40 pm - 5:30 pm","F","Fac.of Arts and Social Sci. 1096","Sep 28, 2026 - Dec 31, 2026","1st del","Canan Kaşıkcı (P)"
"10912","MATH","204R","C2","Discrete Mathematics - Recitation","0.000","Class","4:40 pm - 5:30 pm","F","Fac.of Arts and Social Sci. 1102","Sep 28, 2026 - Dec 31, 2026","1st del","Canan Kaşıkcı (P)"
"10913","MATH","204R","C3","Discrete Mathematics - Recitation","0.000","Class","4:40 pm - 5:30 pm","F","Fac.of Arts and Social Sci. 1101","Sep 28, 2026 - Dec 31, 2026","1st del","Canan Kaşıkcı (P)"
"13547","MATH","212","A","Linear Algebra and Differential Equations","4.000","Class","12:40 pm - 2:30 pm","T","University Center G030","Sep 28, 2026 - Dec 31, 2026","1st del","Nilay Duruk Mutlubaş (P)"
"13547","MATH","212","A","Linear Algebra and Differential Equations","4.000","Class","10:40 am - 12:30 pm","R","Fac.of Arts and Social Sci. G062","Sep 28, 2026 - Dec 31, 2026","2nd del","Nilay Duruk Mutlubaş (P)"
"13548","MATH","212","B","Linear Algebra and Differential Equations","4.000","Class","8:40 am - 10:30 am","T","Fac.of Arts and Social Sci. 1010","Sep 28, 2026 - Dec 31, 2026","1st del","Canan Kaşıkcı (P)"
"13548","MATH","212","B","Linear Algebra and Differential Equations","4.000","Class","2:40 pm - 4:30 pm","R","University Center G030","Sep 28, 2026 - Dec 31, 2026","2nd del","Canan Kaşıkcı (P)"
"13549","MATH","212","C","Linear Algebra and Differential Equations","4.000","Class","2:40 pm - 4:30 pm","T","University Center G030","Sep 28, 2026 - Dec 31, 2026","1st del","Gökalp Alpan (P)"
"13549","MATH","212","C","Linear Algebra and Differential Equations","4.000","Class","12:40 pm - 2:30 pm","R","Fac. of Engin. and Nat. Sci. G077","Sep 28, 2026 - Dec 31, 2026","2nd del","Gökalp Alpan (P)"
"13550","MATH","212","D","Linear Algebra and Differential Equations","4.000","Class","2:40 pm - 4:30 pm","W","Fac.of Arts and Social Sci. G062","Sep 28, 2026 - Dec 31, 2026","2nd del","Nihat Gökhan Göğüş (P)"
"13550","MATH","212","D","Linear Algebra and Differential Equations","4.000","Class","8:40 am - 10:30 am","R","University Center G030","Sep 28, 2026 - Dec 31, 2026","1st del","Nihat Gökhan Göğüş (P)"
"13584","MATH","212R","A1","Linear Algebra and Differential Equations Recitation","0.000","Class","10:40 am - 11:30 am","F","Fac.of Arts and Social Sci. 1079","Sep 28, 2026 - Dec 31, 2026","1st del","Nilay Duruk Mutlubaş (P)"
"13585","MATH","212R","A2","Linear Algebra and Differential Equations Recitation","0.000","Class","10:40 am - 11:30 am","F","Fac.of Arts and Social Sci. G052","Sep 28, 2026 - Dec 31, 2026","1st del","Nilay Duruk Mutlubaş (P)"
"13586","MATH","212R","A3","Linear Algebra and Differential Equations Recitation","0.000","Class","10:40 am - 11:30 am","F","Fac.of Arts and Social Sci. 1097","Sep 28, 2026 - Dec 31, 2026","1st del","Nilay Duruk Mutlubaş (P)"
"13587","MATH","212R","A4","Linear Algebra and Differential Equations Recitation","0.000","Class","10:40 am - 11:30 am","F","Fac.of Arts and Social Sci. 1102","Sep 28, 2026 - Dec 31, 2026","1st del","Nilay Duruk Mutlubaş (P)"
"13588","MATH","212R","A5","Linear Algebra and Differential Equations Recitation","0.000","Class","10:40 am - 11:30 am","F","Fac.of Arts and Social Sci. 2023","Sep 28, 2026 - Dec 31, 2026","1st del","Nilay Duruk Mutlubaş (P)"
"13589","MATH","212R","B1","Linear Algebra and Differential Equations Recitation","0.000","Class","11:40 am - 12:30 pm","F","Fac.of Arts and Social Sci. G056","Sep 28, 2026 - Dec 31, 2026","1st del","Canan Kaşıkcı (P)"
"13590","MATH","212R","B2","Linear Algebra and Differential Equations Recitation","0.000","Class","11:40 am - 12:30 pm","F","Fac.of Arts and Social Sci. G022","Sep 28, 2026 - Dec 31, 2026","1st del","Canan Kaşıkcı (P)"
"13591","MATH","212R","B3","Linear Algebra and Differential Equations Recitation","0.000","Class","11:40 am - 12:30 pm","F","Fac. of Engin. and Nat. Sci. L055","Sep 28, 2026 - Dec 31, 2026","1st del","Canan Kaşıkcı (P)"
"13592","MATH","212R","B4","Linear Algebra and Differential Equations Recitation","0.000","Class","11:40 am - 12:30 pm","F","Fac. of Engin. and Nat. Sci. L030","Sep 28, 2026 - Dec 31, 2026","1st del","Canan Kaşıkcı (P)"
"13593","MATH","212R","B5","Linear Algebra and Differential Equations Recitation","0.000","Class","11:40 am - 12:30 pm","F","Fac. of Engin. and Nat. Sci. L035","Sep 28, 2026 - Dec 31, 2026","1st del","Canan Kaşıkcı (P)"
"13594","MATH","212R","C1","Linear Algebra and Differential Equations Recitation","0.000","Class","2:40 pm - 3:30 pm","F","Fac. of Engin. and Nat. Sci. L055","Sep 28, 2026 - Dec 31, 2026","1st del","Gökalp Alpan (P)"
"13595","MATH","212R","C2","Linear Algebra and Differential Equations Recitation","0.000","Class","2:40 pm - 3:30 pm","F","Fac. of Engin. and Nat. Sci. L065","Sep 28, 2026 - Dec 31, 2026","1st del","Gökalp Alpan (P)"
"13596","MATH","212R","C3","Linear Algebra and Differential Equations Recitation","0.000","Class","2:40 pm - 3:30 pm","F","Fac. of Engin. and Nat. Sci. L067","Sep 28, 2026 - Dec 31, 2026","1st del","Gökalp Alpan (P)"
"13597","MATH","212R","C4","Linear Algebra and Differential Equations Recitation","0.000","Class","2:40 pm - 3:30 pm","F","Fac. of Engin. and Nat. Sci. L035","Sep 28, 2026 - Dec 31, 2026","1st del","Gökalp Alpan (P)"
"13598","MATH","212R","D1","Linear Algebra and Differential Equations Recitation","0.000","Class","3:40 pm - 4:30 pm","F","Fac. of Engin. and Nat. Sci. L063","Sep 28, 2026 - Dec 31, 2026","1st del","Nihat Gökhan Göğüş (P)"
"13599","MATH","212R","D2","Linear Algebra and Differential Equations Recitation","0.000","Class","3:40 pm - 4:30 pm","F","Fac. of Engin. and Nat. Sci. L067","Sep 28, 2026 - Dec 31, 2026","1st del","Nihat Gökhan Göğüş (P)"
"13600","MATH","212R","D3","Linear Algebra and Differential Equations Recitation","0.000","Class","3:40 pm - 4:30 pm","F","Fac.of Arts and Social Sci. 1001","Sep 28, 2026 - Dec 31, 2026","1st del","Nihat Gökhan Göğüş (P)"
"13601","MATH","212R","D4","Linear Algebra and Differential Equations Recitation","0.000","Class","3:40 pm - 4:30 pm","F","Fac.of Arts and Social Sci. 1097","Sep 28, 2026 - Dec 31, 2026","1st del","Nihat Gökhan Göğüş (P)"
"10540","MATH","301","0","Introduction to Mathematical Analysis","3.000","Class","10:40 am - 12:30 pm","R","Fac. of Engin. and Nat. Sci. L045","Sep 28, 2026 - Dec 31, 2026","1st del","Dimitrios Papathanasıou (P)"
"10540","MATH","301","0","Introduction to Mathematical Analysis","3.000","Class","10:40 am - 11:30 am","F","Fac.of Arts and Social Sci. G062","Sep 28, 2026 - Dec 31, 2026","2nd del","Dimitrios Papathanasıou (P)"
"12132","MATH","301R","0","Introduction to Mathematical Analysis Recitation","0.000","Class","5:40 pm - 7:30 pm","T","Fac.of Arts and Social Sci. G062","Sep 28, 2026 - Dec 31, 2026","1st del","Dimitrios Papathanasıou (P)"
"10917","MATH","306","A","Statistical Modelling","3.000","Class","8:40 am - 9:30 am","M","Fac. of Engin. and Nat. Sci. G077","Sep 28, 2026 - Dec 31, 2026","2nd del","Semih Onur Sezer (P)"
"10917","MATH","306","A","Statistical Modelling","3.000","Class","4:40 pm - 6:30 pm","W","Fac.of Arts and Social Sci. G062","Sep 28, 2026 - Dec 31, 2026","1st del","Semih Onur Sezer (P)"
"13062","MATH","306","B","Statistical Modelling","3.000","Class","9:40 am - 10:30 am","M","Fac.of Arts and Social Sci. G062","Sep 28, 2026 - Dec 31, 2026","2nd del","Erdal Aydın (P)"
"13062","MATH","306","B","Statistical Modelling","3.000","Class","2:40 pm - 4:30 pm","W","University Center G030","Sep 28, 2026 - Dec 31, 2026","1st del","Erdal Aydın (P)"
"13618","MATH","306","C","Statistical Modelling","3.000","Class","10:40 am - 11:30 am","M","Fac.of Arts and Social Sci. 1050","Sep 28, 2026 - Dec 31, 2026","2nd del","Semih Onur Sezer (P)"
"13618","MATH","306","C","Statistical Modelling","3.000","Class","8:40 am - 10:30 am","W","Fac.of Arts and Social Sci. G018","Sep 28, 2026 - Dec 31, 2026","1st del","Semih Onur Sezer (P)"
"12492","MATH","317","0","Elementary Number Theory","3.000","Class","10:40 am - 11:30 am","T","Fac. of Engin. and Nat. Sci. L062","Sep 28, 2026 - Dec 31, 2026","2nd del","Nurdagül Anbar Meidl (P)"
"12492","MATH","317","0","Elementary Number Theory","3.000","Class","9:40 am - 11:30 am","W","Fac. of Engin. and Nat. Sci. G029","Sep 28, 2026 - Dec 31, 2026","1st del","Nurdagül Anbar Meidl (P)"
"13551","MATH","409","0","Proofs from the Notebook","3.000","Class","1:40 pm - 2:30 pm","M","Fac. of Engin. and Nat. Sci. L045","Sep 28, 2026 - Dec 31, 2026","2nd del","Kağan Kurşungöz (P)"
"13551","MATH","409","0","Proofs from the Notebook","3.000","Class","12:40 pm - 2:30 pm","R","Fac.of Arts and Social Sci. 1010","Sep 28, 2026 - Dec 31, 2026","1st del","Kağan Kurşungöz (P)"
"12955","MATH","484","0","Mathematical Introduction to Quantum Algorithms and Post-Quantum Cryptography","3.000","Class","1:40 pm - 3:30 pm","T","Fac. of Engin. and Nat. Sci. L055","Sep 28, 2026 - Dec 31, 2026","1st del","Ferruh Özbudak (P)"
"12955","MATH","484","0","Mathematical Introduction to Quantum Algorithms and Post-Quantum Cryptography","3.000","Class","2:40 pm - 3:30 pm","W","Fac. of Engin. and Nat. Sci. G029","Sep 28, 2026 - Dec 31, 2026","2nd del","Ferruh Özbudak (P)"
