"CRN","Subject","Course","Section","Title","Credits","MeetingType","Time","Days","Location","DateRange","ScheduleType","Instructors"
"12464","EE","414R","0","Multimedia Communication - Recitation","0.000","Class","12:40 pm - 1:30 pm","W","Fac. of Engin. and Nat. Sci. L065","Sep 28, 2026 - Dec 31, 2026","1st del","Özgür Gürbüz (P)"
"13640","EE","423","0","Embedded Systems","3.000","Class","8:40 am - 10:30 am","T","Fac. of Engin. and Nat. Sci. L061","Sep 28, 2026 - Dec 31, 2026","1st del","Ayhan Bozkurt (P)"
"13640","EE","423","0","Embedded Systems","3.000","Class","8:40 am - 9:30 am","R","Fac. of Engin. and Nat. Sci. L061","Sep 28, 2026 - Dec 31, 2026","2nd del","Ayhan Bozkurt (P)"
"13641","EE","423L","0","Industrial Embedded Systems Laboratory","0.000","Class","10:40 am - 12:30 pm","T","Fac. of Engin. and Nat. Sci. 1033","Sep 28, 2026 - Dec 31, 2026","Lab","Ayhan Bozkurt (P)"
"12967","EE","473","0","Biomedical Instrumentation","3.000","Class","2:40 pm - 4:30 pm","W","Fac. of Engin. and Nat. Sci. L035","Sep 28, 2026 - Dec 31, 2026","1st del","Ayhan Bozkurt (P)"
"12967","EE","473","0","Biomedical Instrumentation","3.000","Class","11:40 am - 12:30 pm","F","Fac. of Engin. and Nat. Sci. L047","Sep 28, 2026 - Dec 31, 2026","2nd del","Ayhan Bozkurt (P)"
"12971","EE","473L","0","Biomedical Instrumentation Lab","0.000","Class","8:40 am - 9:30 am","M","Fac. of Engin. and Nat. Sci. 1033","Sep 28, 2026 - Dec 31, 2026","1st del","Ayhan Bozkurt (P)"
"12972","EE","48009","0","Special Topics in EE: Machine Learning for Communication Systems","3.000","Class","1:40 pm - 3:30 pm","T","Fac. of Engin. and Nat. Sci. L065","Sep 28, 2026 - Dec 31, 2026","1st del","Çağlar Tunç (P)"
"12972","EE","48009","0","Special Topics in EE: Machine Learning for Communication Systems","3.000","Class","4:40 pm - 5:30 pm","R","Fac. of Engin. and Nat. Sci. L067","Sep 28, 2026 - Dec 31, 2026","2nd del","Çağlar Tunç (P)"
"13514","EE","4801L","0","Special Topics in EE: Brain-Computer Interfaces Lab.","0.000","Class","1:40 pm - 3:30 pm","R","Fac. of Engin. and Nat. Sci. L065","Sep 28, 2026 - Dec 31, 2026","1st del","Hüseyin Özkan (P)"
"13512","EE","48010","0","Special Topics in EE: Brain-Computer Interfaces","3.000","Class","11:40 am - 1:30 pm","M","Fac. of Engin. and Nat. Sci. G025","Sep 28, 2026 - Dec 31, 2026","1st del","Hüseyin Özkan (P)"
"13512","EE","48010","0","Special Topics in EE: Brain-Computer Interfaces","3.000","Class","8:40 am - 9:30 am","W","Fac. of Engin. and Nat. Sci. L065","Sep 28, 2026 - Dec 31, 2026","2nd del","Hüseyin Özkan (P)"
"13638","EE","48011","0","Secure and Energy-Constrained Integrated Bioelectronic Systems","3.000","Class","9:40 am - 12:30 pm","T","Fac. of Engin. and Nat. Sci. L029","Sep 28, 2026 - Dec 31, 2026","1st del",""
"13516","EE","529","0","Vision Based Control","3.000","Class","11:40 am - 12:30 pm","T","Fac. of Engin. and Nat. Sci. G025","Sep 28, 2026 - Dec 31, 2026","2nd del","Mustafa Ünel (P)"
"13516","EE","529","0","Vision Based Control","3.000","Class","2:40 pm - 4:30 pm","F","Fac. of Engin. and Nat. Sci. G029","Sep 28, 2026 - Dec 31, 2026","1st del","Mustafa Ünel (P)"
"10368","EE","533","0","Semiconductor Process Technology","3.000","Class","9:40 am - 12:30 pm","W","Fac. of Engin. and Nat. Sci. L062","Sep 28, 2026 - Dec 31, 2026","1st del","Murat Kaya Yapıcı (P)"
"12550","EE","533L","A","Semiconductor Process Technology Lab..","0.000","Class","8:40 am - 11:30 am","F","Fac.of Arts and Social Sci. 2101","Sep 28, 2026 - Dec 31, 2026","1st del","Murat Kaya Yapıcı (P)"
"10371","EE","533L","B","Semiconductor Process Technology Lab..","0.000","Class","2:40 pm - 5:30 pm","W","Fac.of Arts and Social Sci. 2080","Sep 28, 2026 - Dec 31, 2026","1st del","Murat Kaya Yapıcı (P)"
"12551","EE","533L","C","Semiconductor Process Technology Lab..","0.000","Class","2:40 pm - 5:30 pm","R","Fac.of Arts and Social Sci. 2101","Sep 28, 2026 - Dec 31, 2026","1st del","Murat Kaya Yapıcı (P)"
"12036","EE","533L","D","Semiconductor Process Technology Lab..","0.000","Class","3:40 pm - 6:30 pm","T","Fac. of Engin. and Nat. Sci. L048","Sep 28, 2026 - Dec 31, 2026","1st del","Murat Kaya Yapıcı (P)"
"13605","EE","533L","E","Semiconductor Process Technology Lab..","0.000","Class","12:40 pm - 3:30 pm","M","Sabancı Business School G062","Sep 28, 2026 - Dec 31, 2026","1st del","Murat Kaya Yapıcı (P)"
"12553","EE","533L","F","Semiconductor Process Technology Lab..","0.000","Class","8:40 am - 11:30 am","T","Fac.of Arts and Social Sci. 2080","Sep 28, 2026 - Dec 31, 2026","1st del","Murat Kaya Yapıcı (P)"
"10406","EE","550","0","Random Processes","3.000","Class","12:40 pm - 1:30 pm","W","Fac. of Engin. and Nat. Sci. L030","Sep 28, 2026 - Dec 31, 2026","1st del","Özgür Erçetin (P)"
"10406","EE","550","0","Random Processes","3.000","Class","12:40 pm - 2:30 pm","R","Fac. of Engin. and Nat. Sci. L047","Sep 28, 2026 - Dec 31, 2026","2nd del","Özgür Erçetin (P)"
"11328","EE","551","0","Graduate Seminar I","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Seminar","Çağlar Tunç (P)"
"11966","EE","567","0","Nano-Optics","3.000","Class","1:40 pm - 4:30 pm","M","Fac. of Engin. and Nat. Sci. L061","Sep 28, 2026 - Dec 31, 2026","1st del","İbrahim Kürşat Şendur (P)"
"12973","EE","568","0","Detection and Estimation Theory","3.000","Class","4:40 pm - 6:30 pm","M","Fac. of Engin. and Nat. Sci. L030","Sep 28, 2026 - Dec 31, 2026","1st del","Mohaned Chariti (P)"
"12973","EE","568","0","Detection and Estimation Theory","3.000","Class","12:40 pm - 1:30 pm","W","Sabancı Business School G060","Sep 28, 2026 - Dec 31, 2026","2nd del","Mohaned Chariti (P)"
"12968","EE","573","0","Biomedical Instrumentation","3.000","Class","2:40 pm - 4:30 pm","W","Fac. of Engin. and Nat. Sci. L035","Sep 28, 2026 - Dec 31, 2026","1st del","Ayhan Bozkurt (P)"
"12968","EE","573","0","Biomedical Instrumentation","3.000","Class","11:40 am - 12:30 pm","F","Fac. of Engin. and Nat. Sci. L047","Sep 28, 2026 - Dec 31, 2026","2nd del","Ayhan Bozkurt (P)"
"12468","EE","58003","0","Special Topics in EE: VLSI Systems Design I","3.000","Class","9:40 am - 11:30 am","M","Fac. of Engin. and Nat. Sci. L065","Sep 28, 2026 - Dec 31, 2026","2nd del","Ömer Ceylan (P)"
"12468","EE","58003","0","Special Topics in EE: VLSI Systems Design I","3.000","Class","4:40 pm - 5:30 pm","W","Fac. of Engin. and Nat. Sci. L065","Sep 28, 2026 - Dec 31, 2026","1st del","Ömer Ceylan (P)"
"13431","EE","58009","0","Machine Learning for Communication Systems","3.000","Class","1:40 pm - 3:30 pm","T","Fac. of Engin. and Nat. Sci. L065","Sep 28, 2026 - Dec 31, 2026","1st del","Çağlar Tunç (P)"
"13431","EE","58009","0","Machine Learning for Communication Systems","3.000","Class","4:40 pm - 5:30 pm","R","Fac. of Engin. and Nat. Sci. L067","Sep 28, 2026 - Dec 31, 2026","2nd del","Çağlar Tunç (P)"
"13515","EE","5801L","0","Special Topics in EE: Brain-Computer Interfaces Lab.","0.000","Class","1:40 pm - 3:30 pm","R","Fac. of Engin. and Nat. Sci. L065","Sep 28, 2026 - Dec 31, 2026","1st del","Hüseyin Özkan (P)"
"13513","EE","58010","0","Special Topics in EE: Brain-Computer Interfaces","3.000","Class","11:40 am - 1:30 pm","M","Fac. of Engin. and Nat. Sci. G025","Sep 28, 2026 - Dec 31, 2026","1st del","Hüseyin Özkan (P)"
"13513","EE","58010","0","Special Topics in EE: Brain-Computer Interfaces","3.000","Class","8:40 am - 9:30 am","W","Fac. of Engin. and Nat. Sci. L065","Sep 28, 2026 - Dec 31, 2026","2nd del","Hüseyin Özkan (P)"
"13639","EE","58011","0","Secure and Energy-Constrained Integrated Bioelectronic Systems","3.000","Class","9:40 am - 12:30 pm","T","Fac. of Engin. and Nat. Sci. L029","Sep 28, 2026 - Dec 31, 2026","1st del",""
"12974","EE","5807","0","Special Topics in EE:Millimeter-Wave and Terahertz CMOS","3.000","Class","3:40 pm - 4:30 pm","T","Fac. of Engin. and Nat. Sci. L055","Sep 28, 2026 - Dec 31, 2026","2nd del","Korkut Kaan Tokgöz (P)"
"12974","EE","5807","0","Special Topics in EE:Millimeter-Wave and Terahertz CMOS","3.000","Class","2:40 pm - 4:30 pm","R","Fac. of Engin. and Nat. Sci. L055","Sep 28, 2026 - Dec 31, 2026","1st del","Korkut Kaan Tokgöz (P)"
"12976","EE","5807R","0","Special Topics in EE: Millimeter-Wave and Terahertz CMOS - Recitation","0.000","Class","4:40 pm - 6:30 pm","F","Fac. of Engin. and Nat. Sci. L058","Sep 28, 2026 - Dec 31, 2026","1st del","Korkut Kaan Tokgöz (P)"
"12791","EE","590","01","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Yaşar Gürbüz (P)"
"13443","EE","590","02","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Yusuf Leblebici (P)"
"12256","EE","590","03","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Korkut Kaan Tokgöz (P)"
"13218","EE","590","04","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Özgür Gürbüz (P)"
"11554","EE","590","06","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Murat Kaya Yapıcı (P)"
"13220","EE","590","08","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Mohaned Chariti (P)"
"13221","EE","590","09","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Özcan Öztürk (P)"
"13416","EE","591","0","Directed Research","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Independent Study","Korkut Kaan Tokgöz (P)"
"11967","EE","633","0","Microwave Devices and Circuits","3.000","Class","9:40 am - 12:30 pm","R","Fac. of Engin. and Nat. Sci. L027","Sep 28, 2026 - Dec 31, 2026","1st del","İlker Kalyoncu (P), Yaşar Gürbüz"
"12886","EE","790","02","Ph.D.Dissertation","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Murat Kaya Yapıcı (P)"
"11564","EE","790","03","Ph.D.Dissertation","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","İbrahim Tekin (P)"
"13205","ETM","551","0","Graduate Seminar I","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Seminar","Güllü Kızıltaş Şendur (P)"
"13222","ETM","590","0","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Nikolaos Koltsaklis (P)"
"12163","ENRG","315","0","Energy","3.000","Class","10:40 am - 11:30 am","W","Fac. of Engin. and Nat. Sci. L035","Sep 28, 2026 - Dec 31, 2026","1st del","Tuğçe Yüksel (P)"
"12163","ENRG","315","0","Energy","3.000","Class","9:40 am - 11:30 am","R","Fac. of Engin. and Nat. Sci. G035","Sep 28, 2026 - Dec 31, 2026","2nd del","Tuğçe Yüksel (P)"
"12151","ENRG","420","0","Energy Systems Optimization","3.000","Class","11:40 am - 1:30 pm","T","Fac.of Arts and Social Sci. G022","Sep 28, 2026 - Dec 31, 2026","1st del","Nikolaos Koltsaklis (P)"
"12151","ENRG","420","0","Energy Systems Optimization","3.000","Class","2:40 pm - 3:30 pm","R","Fac. of Engin. and Nat. Sci. G032","Sep 28, 2026 - Dec 31, 2026","2nd del","Nikolaos Koltsaklis (P)"
"12978","ENRG","424","0","Cell Design, Modelling and Battery Pack Development","3.000","Class","1:40 pm - 3:30 pm","M","Fac. of Engin. and Nat. Sci. L048","Sep 28, 2026 - Dec 31, 2026","1st del","Alp Yürüm (P), Selmiye Alkan Gürsel"
"12978","ENRG","424","0","Cell Design, Modelling and Battery Pack Development","3.000","Class","9:40 am - 10:30 am","R","Fac. of Engin. and Nat. Sci. L058","Sep 28, 2026 - Dec 31, 2026","2nd del","Alp Yürüm (P), Selmiye Alkan Gürsel"
"12980","ENRG","424L","A1","Cell Design, Modelling and Battery Pack Development","0.000","Class","2:40 pm - 5:30 pm","W","Fac. of Engin. and Nat. Sci. G025","Sep 28, 2026 - Dec 31, 2026","1st del","Alp Yürüm (P), Selmiye Alkan Gürsel"
"13606","ENRG","424L","A2","Cell Design, Modelling and Battery Pack Development","0.000","Class","2:40 pm - 5:30 pm","W","Fac. of Engin. and Nat. Sci. L061","Sep 28, 2026 - Dec 31, 2026","1st del","Alp Yürüm (P)"
"12154","ENRG","520","0","Energy Systems Optimization","3.000","Class","11:40 am - 1:30 pm","T","Fac.of Arts and Social Sci. G022","Sep 28, 2026 - Dec 31, 2026","1st del","Nikolaos Koltsaklis (P)"
"12154","ENRG","520","0","Energy Systems Optimization","3.000","Class","2:40 pm - 3:30 pm","R","Fac. of Engin. and Nat. Sci. G032","Sep 28, 2026 - Dec 31, 2026","2nd del","Nikolaos Koltsaklis (P)"
"13334","ENRG","524","0","Cell Design, Modelling and Battery Pack Development","3.000","Class","1:40 pm - 3:30 pm","M","Fac. of Engin. and Nat. Sci. L048","Sep 28, 2026 - Dec 31, 2026","1st del","Alp Yürüm (P), Selmiye Alkan Gürsel"
"13334","ENRG","524","0","Cell Design, Modelling and Battery Pack Development","3.000","Class","9:40 am - 10:30 am","R","Fac. of Engin. and Nat. Sci. L058","Sep 28, 2026 - Dec 31, 2026","2nd del","Alp Yürüm (P), Selmiye Alkan Gürsel"
"13335","ENRG","524L","0","Cell Design, Modelling and Battery Pack Development Lab.","0.000","Class","2:40 pm - 5:30 pm","W","Fac. of Engin. and Nat. Sci. G025","Sep 28, 2026 - Dec 31, 2026","1st del","Alp Yürüm (P), Selmiye Alkan Gürsel"
"10335","ENS","202","0","Thermodynamics","3.000","Class","4:40 pm - 6:30 pm","M","Fac. of Engin. and Nat. Sci. G029","Sep 28, 2026 - Dec 31, 2026","2nd del","Canan Atılgan (P)"
"10335","ENS","202","0","Thermodynamics","3.000","Class","11:40 am - 12:30 pm","R","Fac. of Engin. and Nat. Sci. G032","Sep 28, 2026 - Dec 31, 2026","1st del","Canan Atılgan (P)"
"10336","ENS","202R","0","Thermodynamics - Recitation","0.000","Class","8:40 am - 10:30 am","F","Fac.of Arts and Social Sci. 1076","Sep 28, 2026 - Dec 31, 2026","1st del","Canan Atılgan (P)"
"10337","ENS","203","0","Electronic Circuits I","3.000","Class","9:40 am - 11:30 am","M","Fac. of Engin. and Nat. Sci. L045","Sep 28, 2026 - Dec 31, 2026","1st del","Ayhan Bozkurt (P)"
"10337","ENS","203","0","Electronic Circuits I","3.000","Class","2:40 pm - 3:30 pm","R","Fac.of Arts and Social Sci. 1010","Sep 28, 2026 - Dec 31, 2026","2nd del","Ayhan Bozkurt (P)"
"10338","ENS","203R","A1","Electronic Circuits I - Recitation","0.000","Class","3:40 pm - 4:30 pm","F","Fac. of Engin. and Nat. Sci. G025","Sep 28, 2026 - Dec 31, 2026","1st del","Ayhan Bozkurt (P)"
"10339","ENS","203R","A2","Electronic Circuits I - Recitation","0.000","Class","3:40 pm - 4:30 pm","F","Fac. of Engin. and Nat. Sci. L065","Sep 28, 2026 - Dec 31, 2026","1st del","Ayhan Bozkurt (P)"
"10340","ENS","203R","B1","Electronic Circuits I - Recitation","0.000","Class","9:40 am - 10:30 am","R","Fac. of Engin. and Nat. Sci. L047","Sep 28, 2026 - Dec 31, 2026","1st del","Ayhan Bozkurt (P)"
"10341","ENS","203R","B2","Electronic Circuits I - Recitation","0.000","Class","9:40 am - 10:30 am","R","Fac.of Arts and Social Sci. 1081","Sep 28, 2026 - Dec 31, 2026","1st del","Ayhan Bozkurt (P)"
"10342","ENS","204","0","Mechanics","3.000","Class","9:40 am - 10:30 am","T","Fac.of Arts and Social Sci. G022","Sep 28, 2026 - Dec 31, 2026","2nd del","Tuğçe Yüksel (P)"
"10342","ENS","204","0","Mechanics","3.000","Class","3:40 pm - 5:30 pm","R","Fac. of Engin. and Nat. Sci. G035","Sep 28, 2026 - Dec 31, 2026","1st del","Tuğçe Yüksel (P)"
"10343","ENS","204R","A1","Mechanics - Recitation","0.000","Class","10:40 am - 12:30 pm","F","Fac. of Engin. and Nat. Sci. G025","Sep 28, 2026 - Dec 31, 2026","1st del","Tuğçe Yüksel (P)"
"10344","ENS","204R","A2","Mechanics - Recitation","0.000","Class","10:40 am - 12:30 pm","F","Fac. of Engin. and Nat. Sci. L067","Sep 28, 2026 - Dec 31, 2026","1st del","Tuğçe Yüksel (P)"
"10345","ENS","205","0","Introduction to Materials Science","3.000","Class","5:40 pm - 6:30 pm","T","Sabancı Business School G071","Sep 28, 2026 - Dec 31, 2026","2nd del","Özge Akbulut (P)"
"10345","ENS","205","0","Introduction to Materials Science","3.000","Class","12:40 pm - 2:30 pm","R","Sabancı Business School G071","Sep 28, 2026 - Dec 31, 2026","1st del","Özge Akbulut (P)"
"13052","ENS","205R","A1","Introduction to Materials Science - Recitation","0.000","Class","10:40 am - 12:30 pm","F","Fac.of Arts and Social Sci. G043","Sep 28, 2026 - Dec 31, 2026","1st del","Özge Akbulut (P)"
"13607","ENS","205R","A2","Introduction to Materials Science - Recitation","0.000","Class","10:40 am - 12:30 pm","F","Sabancı Business School G098","Sep 28, 2026 - Dec 31, 2026","1st del","Özge Akbulut (P)"
"13049","ENS","205R","B1","Introduction to Materials Science - Recitation","0.000","Class","2:40 pm - 4:30 pm","F","Fac. of Engin. and Nat. Sci. L056","Sep 28, 2026 - Dec 31, 2026","1st del","Özge Akbulut (P)"
"13608","ENS","205R","B2","Introduction to Materials Science - Recitation","0.000","Class","2:40 pm - 4:30 pm","F","Fac. of Engin. and Nat. Sci. 1033","Sep 28, 2026 - Dec 31, 2026","1st del","Özge Akbulut (P)"
"13046","ENS","205R","C1","Introduction to Materials Science - Recitation","0.000","Class","3:40 pm - 5:30 pm","F","Fac. of Engin. and Nat. Sci. L035","Sep 28, 2026 - Dec 31, 2026","1st del","Özge Akbulut (P)"
"13609","ENS","205R","C2","Introduction to Materials Science - Recitation","0.000","Class","3:40 pm - 5:30 pm","F","Fac.of Arts and Social Sci. 1081","Sep 28, 2026 - Dec 31, 2026","1st del","Özge Akbulut (P)"
"13042","ENS","205R","D1","Introduction to Materials Science - Recitation","0.000","Class","4:40 pm - 6:30 pm","F","Fac. of Engin. and Nat. Sci. L063","Sep 28, 2026 - Dec 31, 2026","1st del","Özge Akbulut (P)"
"13610","ENS","205R","D2","Introduction to Materials Science - Recitation","0.000","Class","4:40 pm - 6:30 pm","F","Fac. of Engin. and Nat. Sci. L048","Sep 28, 2026 - Dec 31, 2026","1st del","Özge Akbulut (P)"
"10351","ENS","205R","E1","Introduction to Materials Science - Recitation","0.000","Class","5:40 pm - 7:30 pm","F","Fac. of Engin. and Nat. Sci. L035","Sep 28, 2026 - Dec 31, 2026","1st del","Özge Akbulut (P)"
"13611","ENS","205R","E2","Introduction to Materials Science - Recitation","0.000","Class","5:40 pm - 7:30 pm","F","Fac.of Arts and Social Sci. G043","Sep 28, 2026 - Dec 31, 2026","1st del","Özge Akbulut (P)"
"10413","ENS","207","0","Introduction to Energy Systems","3.000","Class","4:40 pm - 7:30 pm","W","Fac. of Engin. and Nat. Sci. L062","Sep 28, 2026 - Dec 31, 2026","1st del","Morteza Ghorbani (P)"
"10414","ENS","207R","0","Introduction to Energy Systems - Recitation","0.000","Class","5:40 pm - 7:30 pm","R","Fac.of Arts and Social Sci. G006","Sep 28, 2026 - Dec 31, 2026","1st del","Morteza Ghorbani (P)"
"10374","ENS","208","A","Introduction to Industrial Engineering","3.000","Class","1:40 pm - 2:30 pm","M","University Center G030","Sep 28, 2026 - Dec 31, 2026","2nd del","Duygu Taş Küten (P)"
"10374","ENS","208","A","Introduction to Industrial Engineering","3.000","Class","9:40 am - 11:30 am","T","Fac.of Arts and Social Sci. G062","Sep 28, 2026 - Dec 31, 2026","1st del","Duygu Taş Küten (P)"
"10376","ENS","208","B","Introduction to Industrial Engineering","3.000","Class","2:40 pm - 4:30 pm","M","Fac. of Engin. and Nat. Sci. L045","Sep 28, 2026 - Dec 31, 2026","1st del","Duygu Taş Küten (P)"
"10376","ENS","208","B","Introduction to Industrial Engineering","3.000","Class","11:40 am - 12:30 pm","T","Fac. of Engin. and Nat. Sci. L045","Sep 28, 2026 - Dec 31, 2026","2nd del","Duygu Taş Küten (P)"
"10387","ENS","209","0","Introduction to Computer Aided Drafting and Solid Modeling","3.000","Class","9:40 am - 11:30 am","M","Fac. of Engin. and Nat. Sci. G035","Sep 28, 2026 - Dec 31, 2026","1st del","Utku Seven (P)"
"10387","ENS","209","0","Introduction to Computer Aided Drafting and Solid Modeling","3.000","Class","12:40 pm - 1:30 pm","T","Fac. of Engin. and Nat. Sci. G032","Sep 28, 2026 - Dec 31, 2026","2nd del","Utku Seven (P)"
"10391","ENS","209L","A","Introduction to Computer Aided Drafting and Solid Modeling - Lab.","0.000","Class","9:40 am - 11:30 am","F","Fac.of Arts and Social Sci. G056","Sep 28, 2026 - Dec 31, 2026","1st del","Utku Seven (P)"
"10397","ENS","209L","B","Introduction to Computer Aided Drafting and Solid Modeling - Lab.","0.000","Class","2:40 pm - 4:30 pm","F","Sabancı Business School L018","Sep 28, 2026 - Dec 31, 2026","1st del","Utku Seven (P)"
"10420","ENS","210","0","Computational Biology","3.000","Class","2:40 pm - 5:30 pm","W","Fac. of Engin. and Nat. Sci. L027","Sep 28, 2026 - Dec 31, 2026","1st del","Ogün Adebali (P)"
"10424","ENS","210L","0","Computational Biology - Lab.","0.000","Class","5:40 pm - 7:30 pm","W","Fac. of Engin. and Nat. Sci. L027","Sep 28, 2026 - Dec 31, 2026","1st del","Ogün Adebali (P)"
"10418","ENS","211","0","Signals","3.000","Class","2:40 pm - 3:30 pm","M","University Center G030","Sep 28, 2026 - Dec 31, 2026","2nd del","Hüseyin Özkan (P)"
"10418","ENS","211","0","Signals","3.000","Class","10:40 am - 12:30 pm","T","Fac.of Arts and Social Sci. 1010","Sep 28, 2026 - Dec 31, 2026","1st del","Hüseyin Özkan (P)"
"10419","ENS","211R","A1","Signals - Recitation","0.000","Class","5:40 pm - 7:30 pm","W","Fac. of Engin. and Nat. Sci. L048","Sep 28, 2026 - Dec 31, 2026","1st del","Hüseyin Özkan (P)"
"10421","ENS","211R","A2","Signals - Recitation","0.000","Class","5:40 pm - 7:30 pm","W","Fac. of Engin. and Nat. Sci. L029","Sep 28, 2026 - Dec 31, 2026","1st del","Hüseyin Özkan (P)"
"13612","ENS","211R","B","Signals - Recitation","0.000","Class","1:40 pm - 3:30 pm","R","Fac. of Engin. and Nat. Sci. G015","Sep 28, 2026 - Dec 31, 2026","1st del","Hüseyin Özkan (P)"
"13517","ENS","413","0","Experimental Methods in Nanoscience I","3.000","Class","2:40 pm - 5:30 pm","R","Sabancı Business School G062","Sep 28, 2026 - Dec 31, 2026","1st del","İsmet İnönü Kaya (P)"
"11242","ENS","492","01","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Adnan Kefal (P)"
"11243","ENS","492","02","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Kemal Kılıç (P)"
"11244","ENS","492","03","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Hüsnü Yenigün (P)"
"11245","ENS","492","04","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Esra Erdem (P)"
"12611","ENS","492","05","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Onur Varol (P)"
"11247","ENS","492","06","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Ali Rıza Umut Şahin (P)"
"11248","ENS","492","07","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Erchan Aptoula (P)"
"11249","ENS","492","08","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Ayhan Bozkurt (P)"
"11250","ENS","492","09","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Selim Saffet Balcısoy (P)"
"11251","ENS","492","10","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Bekir Dızman (P)"
"13135","ENS","492","11","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Özge Akbulut (P)"
"11260","ENS","492","12","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Duygu Taş Küten (P)"
"13136","ENS","492","13","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Özgür Gürbüz (P)"
"13137","ENS","492","14","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Semih Onur Sezer (P)"
"13138","ENS","492","15","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Serkan Ünal (P)"
"11264","ENS","492","16","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","İhsan Sadati (P)"
"11265","ENS","492","17","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Kamer Kaya (P)"
"11266","ENS","492","18","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Volkan Patoğlu (P)"
"11267","ENS","492","19","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Canan Atılgan (P)"
"13139","ENS","492","20","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Süha Orhun Mutluergil (P)"
"11278","ENS","492","21","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Erhan Budak (P)"
"13140","ENS","492","22","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Yücel Saygın (P)"
"12911","ENS","492","23","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Alp Yürüm (P)"
"11272","ENS","492","24","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Orçun Çetin (P)"
"11273","ENS","492","25","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Utku Seven (P)"
"12414","ENS","492","26","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Cemal Yılmaz (P)"
"12427","ENS","492","27","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Fevzi Çakmak Cebeci (P)"
"12612","ENS","492","28","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Nur Mustafaoğlu Varol (P)"
"12613","ENS","492","29","Graduation Project (Implementation)","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Project","Mohaned Chariti (P)"
